tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P
5086060,36000.0,36038.0,36085.0,36156.0,36202.0,36245.0,36290.0,36350.0,36382.0,36437.0,36485.0,36524.0,36561.0,36613.0,36682.0,36710.0,36761.0,36814.0,36866.0,36966.0,37069.0,37115.0,37166.0,37252.0,37292.0,37410.0,37430.0,37523.0,37684.0,38002.0,38283.0,38441.0,38501.0,38572.0,38619.0,38670.0,38809.0,38871.0,38919.0,38977.0,39032.0,39081.0,39163.0,39196.0,39233.0,39269.0,39308.0,39393.0,39451.0,39557.0,39599.0,39676.0
5086062,45600.0,45639.0,45687.0,45760.0,45809.0,45852.0,45897.0,45957.0,45988.0,46043.0,46091.0,46130.0,46167.0,46219.0,46288.0,46315.0,46366.0,46413.0,46460.0,46550.0,46642.0,46690.0,46743.0,46832.0,46874.0,46994.0,47018.0,47129.0,47303.0,47648.0,47876.0,48034.0,48100.0,48177.0,48229.0,48284.0,48436.0,48506.0,48560.0,48624.0,48682.0,48732.0,48812.0,48849.0,48890.0,48930.0,48973.0,49084.0,49160.0,49299.0,49345.0,49428.0
5086064,55200.0,55235.0,55278.0,55344.0,55387.0,55428.0,55471.0,55528.0,55558.0,55611.0,55657.0,55695.0,55730.0,55780.0,55846.0,55872.0,55920.0,55967.0,56013.0,56106.0,56201.0,56248.0,56300.0,56387.0,56426.0,56547.0,56569.0,56673.0,56844.0,57182.0,57375.0,57525.0,57601.0,57691.0,57751.0,57815.0,57991.0,58057.0,58108.0,58170.0,58228.0,58278.0,58360.0,58394.0,58432.0,58469.0,58509.0,58626.0,58706.0,58852.0,58897.0,58978.0
5086066,64800.0,64835.0,64878.0,64944.0,64987.0,65028.0,65071.0,65128.0,65158.0,65211.0,65257.0,65295.0,65330.0,65380.0,65446.0,65472.0,65520.0,65567.0,65613.0,65706.0,65801.0,65848.0,65900.0,65987.0,66026.0,66147.0,66169.0,66273.0,66444.0,66782.0,66975.0,67125.0,67201.0,67291.0,67351.0,67415.0,67591.0,67657.0,67708.0,67770.0,67828.0,67878.0,67960.0,67994.0,68032.0,68069.0,68109.0,68226.0,68306.0,68452.0,68497.0,68578.0
5086068,73800.0,73834.0,73877.0,73942.0,73984.0,74022.0,74062.0,74116.0,74144.0,74194.0,74237.0,74272.0,74305.0,74352.0,74414.0,74439.0,74486.0,74531.0,74576.0,74648.0,74723.0,74769.0,74820.0,74906.0,74947.0,75065.0,75087.0,75188.0,75337.0,75632.0,75844.0,75966.0,76028.0,76101.0,76150.0,76202.0,76346.0,76398.0,76438.0,76487.0,76539.0,76585.0,76657.0,76689.0,76725.0,76760.0,76798.0,76877.0,76931.0,77030.0,77078.0,77165.0
5086070,82800.0,82830.0,82867.0,82924.0,82961.0,82994.0,83029.0,83075.0,83099.0,83142.0,83179.0,83210.0,83239.0,83279.0,83332.0,83353.0,83393.0,83429.0,83464.0,83526.0,83590.0,83630.0,83674.0,83748.0,83781.0,83880.0,83900.0,83992.0,84143.0,84442.0,84585.0,84689.0,84732.0,84783.0,84817.0,84854.0,84955.0,85001.0,85037.0,85080.0,85126.0,85166.0,85241.0,85271.0,85305.0,85338.0,85372.0,85429.0,85468.0,85540.0,85585.0,85667.0
5086179,23400.0,23438.0,23485.0,23556.0,23601.0,23645.0,23691.0,23753.0,23786.0,23843.0,23893.0,23934.0,23972.0,24026.0,24097.0,24126.0,24181.0,24228.0,24275.0,24379.0,24487.0,24549.0,24618.0,24733.0,24786.0,24873.0,24889.0,24963.0,25086.0,25329.0,25442.0,25572.0,25631.0,25700.0,25746.0,25795.0,25930.0,25979.0,26017.0,26063.0,26107.0,26145.0,26214.0,26241.0,26271.0,26302.0,26356.0,26461.0,26533.0,26663.0,26712.0,26800.0
5086181,31800.0,31841.0,31892.0,31970.0,32021.0,32073.0,32127.0,32200.0,32238.0,32305.0,32363.0,32411.0,32456.0,32519.0,32603.0,32636.0,32700.0,32754.0,32808.0,32931.0,33058.0,33140.0,33231.0,33384.0,33454.0,33582.0,33601.0,33692.0,33858.0,34186.0,34314.0,34452.0,34507.0,34572.0,34615.0,34661.0,34788.0,34839.0,34879.0,34926.0,34974.0,35016.0,35089.0,35114.0,35142.0,35170.0,35205.0,35291.0,35350.0,35457.0,35496.0,35568.0
5086182,60600.0,60635.0,60678.0,60744.0,60787.0,60828.0,60871.0,60928.0,60958.0,61011.0,61057.0,61095.0,61130.0,61180.0,61246.0,61272.0,61320.0,61367.0,61413.0,61506.0,61601.0,61648.0,61700.0,61787.0,61826.0,61947.0,61969.0,62073.0,62244.0,62582.0,62775.0,62925.0,63001.0,63091.0,63151.0,63215.0,63391.0,63457.0,63508.0,63570.0,63628.0,63678.0,63760.0,63794.0,63832.0,63869.0,63909.0,64026.0,64106.0,64252.0,64297.0,64378.0
5086184,70800.0,70834.0,70877.0,70942.0,70984.0,71022.0,71062.0,71116.0,71144.0,71194.0,71237.0,71272.0,71305.0,71352.0,71414.0,71439.0,71486.0,71531.0,71576.0,71648.0,71723.0,71769.0,71820.0,71906.0,71947.0,72065.0,72087.0,72188.0,72337.0,72632.0,72844.0,72966.0,73028.0,73101.0,73150.0,73202.0,73346.0,73398.0,73438.0,73487.0,73539.0,73585.0,73657.0,73689.0,73725.0,73760.0,73798.0,73877.0,73931.0,74030.0,74078.0,74165.0
5086278,31200.0,31241.0,31292.0,31370.0,31421.0,31473.0,31527.0,31600.0,31638.0,31705.0,31763.0,31811.0,31856.0,31919.0,32003.0,32036.0,32100.0,32154.0,32208.0,32331.0,32458.0,32540.0,32631.0,32784.0,32854.0,32982.0,33001.0,33092.0,33258.0,33586.0,33714.0,33852.0,33907.0,33972.0,34015.0,34061.0,34188.0,34239.0,34279.0,34326.0,34374.0,34416.0,34489.0,34514.0,34542.0,34570.0,34605.0,34691.0,34750.0,34857.0,34896.0,34968.0
5086280,40800.0,40838.0,40885.0,40956.0,41002.0,41045.0,41090.0,41150.0,41182.0,41237.0,41285.0,41324.0,41361.0,41413.0,41482.0,41510.0,41561.0,41614.0,41666.0,41766.0,41869.0,41915.0,41966.0,42052.0,42092.0,42210.0,42230.0,42323.0,42484.0,42802.0,43083.0,43241.0,43301.0,43372.0,43419.0,43470.0,43609.0,43671.0,43719.0,43777.0,43832.0,43881.0,43963.0,43996.0,44033.0,44069.0,44108.0,44193.0,44251.0,44357.0,44399.0,44476.0
5086282,50400.0,50439.0,50487.0,50560.0,50609.0,50652.0,50697.0,50757.0,50788.0,50843.0,50891.0,50930.0,50967.0,51019.0,51088.0,51115.0,51166.0,51213.0,51260.0,51350.0,51442.0,51490.0,51543.0,51632.0,51674.0,51794.0,51818.0,51929.0,52103.0,52448.0,52676.0,52834.0,52900.0,52977.0,53029.0,53084.0,53236.0,53306.0,53360.0,53424.0,53482.0,53532.0,53612.0,53649.0,53690.0,53730.0,53773.0,53884.0,53960.0,54099.0,54145.0,54228.0
5086284,60000.0,60035.0,60078.0,60144.0,60187.0,60228.0,60271.0,60328.0,60358.0,60411.0,60457.0,60495.0,60530.0,60580.0,60646.0,60672.0,60720.0,60767.0,60813.0,60906.0,61001.0,61048.0,61100.0,61187.0,61226.0,61347.0,61369.0,61473.0,61644.0,61982.0,62175.0,62325.0,62401.0,62491.0,62551.0,62615.0,62791.0,62857.0,62908.0,62970.0,63028.0,63078.0,63160.0,63194.0,63232.0,63269.0,63309.0,63426.0,63506.0,63652.0,63697.0,63778.0
5086286,69600.0,69634.0,69677.0,69742.0,69784.0,69822.0,69862.0,69916.0,69944.0,69994.0,70037.0,70072.0,70105.0,70152.0,70214.0,70239.0,70286.0,70331.0,70376.0,70448.0,70523.0,70569.0,70620.0,70706.0,70747.0,70865.0,70887.0,70988.0,71137.0,71432.0,71644.0,71766.0,71828.0,71901.0,71950.0,72002.0,72146.0,72198.0,72238.0,72287.0,72339.0,72385.0,72457.0,72489.0,72525.0,72560.0,72598.0,72677.0,72731.0,72830.0,72878.0,72965.0
5086288,79200.0,79230.0,79267.0,79324.0,79361.0,79394.0,79429.0,79475.0,79499.0,79542.0,79579.0,79610.0,79639.0,79679.0,79732.0,79753.0,79793.0,79829.0,79864.0,79926.0,79990.0,80030.0,80074.0,80148.0,80181.0,80280.0,80300.0,80392.0,80543.0,80842.0,80985.0,81089.0,81132.0,81183.0,81217.0,81254.0,81355.0,81401.0,81437.0,81480.0,81526.0,81566.0,81641.0,81671.0,81705.0,81738.0,81772.0,81829.0,81868.0,81940.0,81985.0,82067.0
5088337,25800.0,25838.0,25885.0,25956.0,26001.0,26045.0,26091.0,26153.0,26186.0,26243.0,26293.0,26334.0,26372.0,26426.0,26497.0,26526.0,26581.0,26628.0,26675.0,26779.0,26887.0,26949.0,27018.0,27133.0,27186.0,27273.0,27289.0,27363.0,27486.0,27729.0,27842.0,27972.0,28031.0,28100.0,28146.0,28195.0,28330.0,28379.0,28417.0,28463.0,28507.0,28545.0,28614.0,28641.0,28671.0,28702.0,28756.0,28861.0,28933.0,29063.0,29112.0,29200.0
5088340,64200.0,64235.0,64278.0,64344.0,64387.0,64428.0,64471.0,64528.0,64558.0,64611.0,64657.0,64695.0,64730.0,64780.0,64846.0,64872.0,64920.0,64967.0,65013.0,65106.0,65201.0,65248.0,65300.0,65387.0,65426.0,65547.0,65569.0,65673.0,65844.0,66182.0,66375.0,66525.0,66601.0,66691.0,66751.0,66815.0,66991.0,67057.0,67108.0,67170.0,67228.0,67278.0,67360.0,67394.0,67432.0,67469.0,67509.0,67626.0,67706.0,67852.0,67897.0,67978.0
5088763,27600.0,27638.0,27685.0,27756.0,27801.0,27845.0,27891.0,27953.0,27986.0,28043.0,28093.0,28134.0,28172.0,28226.0,28297.0,28326.0,28381.0,28428.0,28475.0,28579.0,28687.0,28749.0,28818.0,28933.0,28986.0,29073.0,29089.0,29163.0,29286.0,29529.0,29642.0,29772.0,29831.0,29900.0,29946.0,29995.0,30130.0,30179.0,30217.0,30263.0,30307.0,30345.0,30414.0,30441.0,30471.0,30502.0,30556.0,30661.0,30733.0,30863.0,30912.0,31000.0
5088765,37200.0,37238.0,37285.0,37356.0,37402.0,37445.0,37490.0,37550.0,37582.0,37637.0,37685.0,37724.0,37761.0,37813.0,37882.0,37910.0,37961.0,38014.0,38066.0,38166.0,38269.0,38315.0,38366.0,38452.0,38492.0,38610.0,38630.0,38723.0,38884.0,39202.0,39483.0,39641.0,39701.0,39772.0,39819.0,39870.0,40009.0,40071.0,40119.0,40177.0,40232.0,40281.0,40363.0,40396.0,40433.0,40469.0,40508.0,40593.0,40651.0,40757.0,40799.0,40876.0
5088767,46800.0,46839.0,46887.0,46960.0,47009.0,47052.0,47097.0,47157.0,47188.0,47243.0,47291.0,47330.0,47367.0,47419.0,47488.0,47515.0,47566.0,47613.0,47660.0,47750.0,47842.0,47890.0,47943.0,48032.0,48074.0,48194.0,48218.0,48329.0,48503.0,48848.0,49076.0,49234.0,49300.0,49377.0,49429.0,49484.0,49636.0,49706.0,49760.0,49824.0,49882.0,49932.0,50012.0,50049.0,50090.0,50130.0,50173.0,50284.0,50360.0,50499.0,50545.0,50628.0
5088769,56400.0,56435.0,56478.0,56544.0,56587.0,56628.0,56671.0,56728.0,56758.0,56811.0,56857.0,56895.0,56930.0,56980.0,57046.0,57072.0,57120.0,57167.0,57213.0,57306.0,57401.0,57448.0,57500.0,57587.0,57626.0,57747.0,57769.0,57873.0,58044.0,58382.0,58575.0,58725.0,58801.0,58891.0,58951.0,59015.0,59191.0,59257.0,59308.0,59370.0,59428.0,59478.0,59560.0,59594.0,59632.0,59669.0,59709.0,59826.0,59906.0,60052.0,60097.0,60178.0
5088771,66000.0,66035.0,66078.0,66144.0,66187.0,66228.0,66271.0,66328.0,66358.0,66411.0,66457.0,66495.0,66530.0,66580.0,66646.0,66672.0,66720.0,66767.0,66813.0,66906.0,67001.0,67048.0,67100.0,67187.0,67226.0,67347.0,67369.0,67473.0,67644.0,67982.0,68175.0,68325.0,68401.0,68491.0,68551.0,68615.0,68791.0,68857.0,68908.0,68970.0,69028.0,69078.0,69160.0,69194.0,69232.0,69269.0,69309.0,69426.0,69506.0,69652.0,69697.0,69778.0
5088773,75600.0,75630.0,75667.0,75724.0,75761.0,75794.0,75829.0,75875.0,75899.0,75942.0,75979.0,76010.0,76039.0,76079.0,76132.0,76153.0,76193.0,76229.0,76264.0,76326.0,76390.0,76430.0,76474.0,76548.0,76581.0,76680.0,76700.0,76792.0,76943.0,77242.0,77385.0,77489.0,77532.0,77583.0,77617.0,77654.0,77755.0,77801.0,77837.0,77880.0,77926.0,77966.0,78041.0,78071.0,78105.0,78138.0,78172.0,78229.0,78268.0,78340.0,78385.0,78467.0
5088894,27000.0,27038.0,27085.0,27156.0,27201.0,27245.0,27291.0,27353.0,27386.0,27443.0,27493.0,27534.0,27572.0,27626.0,27697.0,27726.0,27781.0,27828.0,27875.0,27979.0,28087.0,28149.0,28218.0,28333.0,28386.0,28473.0,28489.0,28563.0,28686.0,28929.0,29042.0,29172.0,29231.0,29300.0,29346.0,29395.0,29530.0,29579.0,29617.0,29663.0,29707.0,29745.0,29814.0,29841.0,29871.0,29902.0,29956.0,30061.0,30133.0,30263.0,30312.0,30400.0
5090640,25200.0,25238.0,25285.0,25356.0,25401.0,25445.0,25491.0,25553.0,25586.0,25643.0,25693.0,25734.0,25772.0,25826.0,25897.0,25926.0,25981.0,26028.0,26075.0,26179.0,26287.0,26349.0,26418.0,26533.0,26586.0,26673.0,26689.0,26763.0,26886.0,27129.0,27242.0,27372.0,27431.0,27500.0,27546.0,27595.0,27730.0,27779.0,27817.0,27863.0,27907.0,27945.0,28014.0,28041.0,28071.0,28102.0,28156.0,28261.0,28333.0,28463.0,28512.0,28600.0
5090642,34800.0,34841.0,34892.0,34970.0,35021.0,35073.0,35127.0,35200.0,35238.0,35305.0,35363.0,35411.0,35456.0,35519.0,35603.0,35636.0,35700.0,35754.0,35808.0,35931.0,36058.0,36140.0,36231.0,36384.0,36454.0,36582.0,36601.0,36692.0,36858.0,37186.0,37314.0,37452.0,37507.0,37572.0,37615.0,37661.0,37788.0,37839.0,37879.0,37926.0,37974.0,38016.0,38089.0,38114.0,38142.0,38170.0,38205.0,38291.0,38350.0,38457.0,38496.0,38568.0
5090644,44400.0,44439.0,44487.0,44560.0,44609.0,44652.0,44697.0,44757.0,44788.0,44843.0,44891.0,44930.0,44967.0,45019.0,45088.0,45115.0,45166.0,45213.0,45260.0,45350.0,45442.0,45490.0,45543.0,45632.0,45674.0,45794.0,45818.0,45929.0,46103.0,46448.0,46676.0,46834.0,46900.0,46977.0,47029.0,47084.0,47236.0,47306.0,47360.0,47424.0,47482.0,47532.0,47612.0,47649.0,47690.0,47730.0,47773.0,47884.0,47960.0,48099.0,48145.0,48228.0
5090646,54000.0,54035.0,54078.0,54144.0,54187.0,54228.0,54271.0,54328.0,54358.0,54411.0,54457.0,54495.0,54530.0,54580.0,54646.0,54672.0,54720.0,54767.0,54813.0,54906.0,55001.0,55048.0,55100.0,55187.0,55226.0,55347.0,55369.0,55473.0,55644.0,55982.0,56175.0,56325.0,56401.0,56491.0,56551.0,56615.0,56791.0,56857.0,56908.0,56970.0,57028.0,57078.0,57160.0,57194.0,57232.0,57269.0,57309.0,57426.0,57506.0,57652.0,57697.0,57778.0
5090648,63600.0,63635.0,63678.0,63744.0,63787.0,63828.0,63871.0,63928.0,63958.0,64011.0,64057.0,64095.0,64130.0,64180.0,64246.0,64272.0,64320.0,64367.0,64413.0,64506.0,64601.0,64648.0,64700.0,64787.0,64826.0,64947.0,64969.0,65073.0,65244.0,65582.0,65775.0,65925.0,66001.0,66091.0,66151.0,66215.0,66391.0,66457.0,66508.0,66570.0,66628.0,66678.0,66760.0,66794.0,66832.0,66869.0,66909.0,67026.0,67106.0,67252.0,67297.0,67378.0
5092144,32400.0,32441.0,32492.0,32570.0,32621.0,32673.0,32727.0,32800.0,32838.0,32905.0,32963.0,33011.0,33056.0,33119.0,33203.0,33236.0,33300.0,33354.0,33408.0,33531.0,33658.0,33740.0,33831.0,33984.0,34054.0,34182.0,34201.0,34292.0,34458.0,34786.0,34914.0,35052.0,35107.0,35172.0,35215.0,35261.0,35388.0,35439.0,35479.0,35526.0,35574.0,35616.0,35689.0,35714.0,35742.0,35770.0,35805.0,35891.0,35950.0,36057.0,36096.0,36168.0
5092146,42000.0,42038.0,42085.0,42156.0,42202.0,42245.0,42290.0,42350.0,42382.0,42437.0,42485.0,42524.0,42561.0,42613.0,42682.0,42710.0,42761.0,42814.0,42866.0,42966.0,43069.0,43115.0,43166.0,43252.0,43292.0,43410.0,43430.0,43523.0,43684.0,44002.0,44283.0,44441.0,44501.0,44572.0,44619.0,44670.0,44809.0,44871.0,44919.0,44977.0,45032.0,45081.0,45163.0,45196.0,45233.0,45269.0,45308.0,45393.0,45451.0,45557.0,45599.0,45676.0
5092148,51600.0,51639.0,51687.0,51760.0,51809.0,51852.0,51897.0,51957.0,51988.0,52043.0,52091.0,52130.0,52167.0,52219.0,52288.0,52315.0,52366.0,52413.0,52460.0,52550.0,52642.0,52690.0,52743.0,52832.0,52874.0,52994.0,53018.0,53129.0,53303.0,53648.0,53876.0,54034.0,54100.0,54177.0,54229.0,54284.0,54436.0,54506.0,54560.0,54624.0,54682.0,54732.0,54812.0,54849.0,54890.0,54930.0,54973.0,55084.0,55160.0,55299.0,55345.0,55428.0
5092150,61200.0,61235.0,61278.0,61344.0,61387.0,61428.0,61471.0,61528.0,61558.0,61611.0,61657.0,61695.0,61730.0,61780.0,61846.0,61872.0,61920.0,61967.0,62013.0,62106.0,62201.0,62248.0,62300.0,62387.0,62426.0,62547.0,62569.0,62673.0,62844.0,63182.0,63375.0,63525.0,63601.0,63691.0,63751.0,63815.0,63991.0,64057.0,64108.0,64170.0,64228.0,64278.0,64360.0,64394.0,64432.0,64469.0,64509.0,64626.0,64706.0,64852.0,64897.0,64978.0
5095170,46800.0,46839.0,46887.0,46960.0,47007.0,47044.0,47083.0,47136.0,47164.0,47212.0,47254.0,47289.0,47321.0,47366.0,47426.0,47450.0,47496.0,47537.0,47577.0,47654.0,47734.0,47774.0,47818.0,47892.0,47926.0,48046.0,48066.0,48159.0,48296.0,48568.0,48781.0,48906.0,48953.0,49008.0,49045.0,49084.0,49193.0,49243.0,49281.0,49327.0,49382.0,49430.0,49509.0,49537.0,49569.0,49600.0,49633.0,49709.0,49761.0,49857.0,49908.0,50002.0
5095172,55200.0,55234.0,55276.0,55340.0,55383.0,55419.0,55457.0,55508.0,55535.0,55582.0,55623.0,55656.0,55687.0,55731.0,55789.0,55812.0,55855.0,55899.0,55943.0,56014.0,56087.0,56128.0,56173.0,56249.0,56283.0,56378.0,56401.0,56512.0,56674.0,56995.0,57198.0,57334.0,57387.0,57449.0,57491.0,57535.0,57657.0,57703.0,57739.0,57782.0,57834.0,57880.0,57953.0,57983.0,58017.0,58051.0,58083.0,58157.0,58208.0,58299.0,58344.0,58426.0
5095174,63600.0,63634.0,63676.0,63740.0,63783.0,63819.0,63857.0,63908.0,63935.0,63982.0,64023.0,64056.0,64087.0,64131.0,64189.0,64212.0,64255.0,64299.0,64343.0,64414.0,64487.0,64528.0,64573.0,64649.0,64683.0,64778.0,64801.0,64912.0,65074.0,65395.0,65598.0,65734.0,65787.0,65849.0,65891.0,65935.0,66057.0,66103.0,66139.0,66182.0,66234.0,66280.0,66353.0,66383.0,66417.0,66451.0,66483.0,66557.0,66608.0,66699.0,66744.0,66826.0
5095176,72000.0,72032.0,72072.0,72132.0,72171.0,72205.0,72241.0,72289.0,72314.0,72358.0,72397.0,72429.0,72459.0,72501.0,72556.0,72578.0,72620.0,72660.0,72700.0,72774.0,72851.0,72891.0,72935.0,73009.0,73044.0,73169.0,73191.0,73294.0,73441.0,73731.0,73929.0,74049.0,74100.0,74160.0,74200.0,74243.0,74362.0,74415.0,74456.0,74505.0,74555.0,74599.0,74682.0,74711.0,74743.0,74775.0,74811.0,74873.0,74916.0,74994.0,75038.0,75117.0
5095178,79200.0,79228.0,79263.0,79315.0,79349.0,79384.0,79420.0,79469.0,79495.0,79540.0,79579.0,79611.0,79641.0,79683.0,79739.0,79761.0,79804.0,79836.0,79867.0,79936.0,80007.0,80052.0,80102.0,80185.0,80223.0,80321.0,80342.0,80442.0,80586.0,80871.0,80973.0,81071.0,81112.0,81161.0,81194.0,81229.0,81324.0,81371.0,81407.0,81450.0,81497.0,81538.0,81589.0,81616.0,81646.0,81677.0,81704.0,81759.0,81796.0,81864.0,81909.0,81990.0
5096165,30000.0,30041.0,30092.0,30170.0,30221.0,30273.0,30327.0,30400.0,30438.0,30505.0,30563.0,30611.0,30656.0,30719.0,30803.0,30836.0,30900.0,30954.0,31008.0,31131.0,31258.0,31340.0,31431.0,31584.0,31654.0,31782.0,31801.0,31892.0,32058.0,32386.0,32514.0,32652.0,32707.0,32772.0,32815.0,32861.0,32988.0,33039.0,33079.0,33126.0,33174.0,33216.0,33289.0,33314.0,33342.0,33370.0,33405.0,33491.0,33550.0,33657.0,33696.0,33768.0
