tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P,082_P,083_P
5006130,64500.0,64675.0,64716.0,64751.0,64776.0,64804.0,64842.0,64889.0,64941.0,64962.0,65025.0,65066.0,65115.0,65148.0,65210.0,65246.0,65304.0,65327.0,65371.0,65409.0,65450.0,65518.0,65610.0,65679.0,65735.0,65772.0,65819.0,65852.0,65927.0,66018.0,66076.0,66148.0,66225.0,66276.0,66336.0,66401.0,66440.0,66532.0,66609.0,66665.0,66754.0,66963.0,67145.0,67367.0,67537.0,67678.0,67742.0,67815.0,67864.0,67902.0,67944.0,67983.0,68126.0,68153.0,68188.0,68245.0,68304.0,68329.0,68368.0,68427.0,68465.0,68487.0,68544.0,68585.0,68620.0,68656.0,68678.0,68742.0,68772.0,68800.0,68828.0,68873.0,68908.0,68938.0,69012.0,69057.0,69085.0,69247.0,69302.0,69341.0,69357.0,69422.0,69501.0
5006283,49800.0,49963.0,50004.0,50039.0,50065.0,50094.0,50133.0,50181.0,50235.0,50259.0,50330.0,50376.0,50431.0,50468.0,50538.0,50579.0,50644.0,50667.0,50722.0,50768.0,50818.0,50889.0,51017.0,51090.0,51150.0,51189.0,51245.0,51285.0,51351.0,51464.0,51536.0,51626.0,51704.0,51751.0,51806.0,51866.0,51903.0,51997.0,52076.0,52133.0,52263.0,52447.0,52607.0,52802.0,52989.0,53130.0,53186.0,53251.0,53294.0,53327.0,53364.0,53392.0,53495.0,53528.0,53570.0,53639.0,53704.0,53726.0,53761.0,53814.0,53851.0,53873.0,53928.0,53968.0,54002.0,54037.0,54059.0,54119.0,54147.0,54173.0,54199.0,54241.0,54274.0,54303.0,54373.0,54416.0,54444.0,54633.0,54692.0,54734.0,54751.0,54822.0,54914.0
5006285,64200.0,64365.0,64402.0,64434.0,64457.0,64483.0,64518.0,64561.0,64609.0,64631.0,64695.0,64737.0,64788.0,64822.0,64886.0,64923.0,64983.0,65003.0,65051.0,65092.0,65135.0,65205.0,65307.0,65361.0,65405.0,65435.0,65483.0,65517.0,65577.0,65674.0,65736.0,65812.0,65877.0,65926.0,65985.0,66072.0,66125.0,66216.0,66292.0,66347.0,66486.0,66728.0,66939.0,67196.0,67499.0,67613.0,67668.0,67731.0,67778.0,67814.0,67855.0,67882.0,67978.0,68004.0,68037.0,68083.0,68136.0,68164.0,68207.0,68273.0,68308.0,68329.0,68383.0,68422.0,68455.0,68489.0,68510.0,68572.0,68601.0,68628.0,68655.0,68699.0,68733.0,68763.0,68835.0,68879.0,68907.0,69036.0,69091.0,69130.0,69146.0,69211.0,69264.0
5006371,39600.0,39746.0,39781.0,39811.0,39833.0,39858.0,39891.0,39932.0,39979.0,40002.0,40069.0,40113.0,40166.0,40202.0,40269.0,40308.0,40370.0,40391.0,40446.0,40493.0,40544.0,40626.0,40741.0,40807.0,40861.0,40897.0,40954.0,40994.0,41061.0,41164.0,41230.0,41312.0,41387.0,41435.0,41491.0,41570.0,41618.0,41718.0,41802.0,41863.0,41984.0,42148.0,42292.0,42467.0,42639.0,42762.0,42802.0,42849.0,42890.0,42922.0,42958.0,42980.0,43058.0,43092.0,43136.0,43210.0,43267.0,43287.0,43318.0,43366.0,43406.0,43430.0,43490.0,43534.0,43571.0,43610.0,43633.0,43699.0,43730.0,43759.0,43788.0,43834.0,43871.0,43902.0,43978.0,44025.0,44055.0,44236.0,44301.0,44347.0,44366.0,44444.0,44516.0
5006373,53400.0,53573.0,53611.0,53644.0,53668.0,53695.0,53731.0,53775.0,53823.0,53847.0,53918.0,53965.0,54021.0,54059.0,54130.0,54171.0,54237.0,54260.0,54308.0,54349.0,54394.0,54468.0,54600.0,54656.0,54702.0,54733.0,54781.0,54815.0,54885.0,54986.0,55050.0,55130.0,55216.0,55264.0,55320.0,55397.0,55444.0,55546.0,55632.0,55694.0,55826.0,56051.0,56248.0,56488.0,56856.0,57008.0,57075.0,57151.0,57197.0,57232.0,57272.0,57300.0,57402.0,57435.0,57477.0,57536.0,57589.0,57613.0,57651.0,57710.0,57749.0,57772.0,57832.0,57875.0,57912.0,57950.0,57973.0,58039.0,58070.0,58099.0,58128.0,58174.0,58211.0,58242.0,58318.0,58365.0,58395.0,58567.0,58626.0,58668.0,58685.0,58757.0,58824.0
5006375,67200.0,67368.0,67400.0,67427.0,67447.0,67469.0,67499.0,67536.0,67577.0,67600.0,67668.0,67713.0,67766.0,67802.0,67869.0,67908.0,67971.0,67994.0,68047.0,68093.0,68142.0,68209.0,68292.0,68342.0,68383.0,68410.0,68463.0,68500.0,68568.0,68659.0,68717.0,68788.0,68880.0,68925.0,68979.0,69067.0,69120.0,69202.0,69271.0,69321.0,69452.0,69677.0,69874.0,70114.0,70247.0,70378.0,70412.0,70452.0,70488.0,70516.0,70547.0,70569.0,70650.0,70669.0,70694.0,70735.0,70782.0,70804.0,70838.0,70889.0,70924.0,70945.0,70999.0,71038.0,71071.0,71105.0,71126.0,71183.0,71210.0,71235.0,71260.0,71300.0,71331.0,71358.0,71424.0,71464.0,71489.0,71632.0,71676.0,71708.0,71721.0,71774.0,71823.0
5006969,33600.0,33767.0,33806.0,33840.0,33865.0,33893.0,33930.0,33975.0,34026.0,34051.0,34124.0,34172.0,34229.0,34268.0,34340.0,34382.0,34450.0,34473.0,34526.0,34571.0,34620.0,34696.0,34813.0,34888.0,34949.0,34990.0,35049.0,35090.0,35171.0,35281.0,35352.0,35439.0,35521.0,35594.0,35681.0,35753.0,35797.0,35915.0,36014.0,36086.0,36259.0,36464.0,36643.0,36862.0,37019.0,37158.0,37217.0,37284.0,37326.0,37358.0,37395.0,37423.0,37526.0,37556.0,37594.0,37653.0,37703.0,37722.0,37751.0,37796.0,37831.0,37852.0,37905.0,37943.0,37975.0,38009.0,38029.0,38089.0,38117.0,38143.0,38169.0,38211.0,38244.0,38273.0,38343.0,38386.0,38414.0,38596.0,38652.0,38692.0,38708.0,38775.0,38846.0
5006971,47160.0,47326.0,47365.0,47399.0,47424.0,47452.0,47489.0,47534.0,47585.0,47609.0,47679.0,47725.0,47780.0,47817.0,47887.0,47928.0,47993.0,48016.0,48069.0,48114.0,48163.0,48243.0,48386.0,48463.0,48526.0,48568.0,48622.0,48660.0,48734.0,48851.0,48926.0,49018.0,49092.0,49150.0,49218.0,49294.0,49340.0,49438.0,49520.0,49579.0,49701.0,49919.0,50109.0,50340.0,50544.0,50685.0,50749.0,50822.0,50868.0,50903.0,50943.0,50974.0,51086.0,51124.0,51173.0,51235.0,51303.0,51328.0,51367.0,51426.0,51466.0,51490.0,51551.0,51595.0,51633.0,51672.0,51696.0,51764.0,51796.0,51826.0,51856.0,51904.0,51942.0,51974.0,52053.0,52101.0,52131.0,52380.0,52438.0,52480.0,52497.0,52567.0,52639.0
5006973,61500.0,61695.0,61736.0,61771.0,61797.0,61826.0,61864.0,61911.0,61962.0,61986.0,62056.0,62102.0,62157.0,62194.0,62263.0,62303.0,62368.0,62389.0,62439.0,62481.0,62527.0,62602.0,62709.0,62782.0,62842.0,62881.0,62934.0,62971.0,63054.0,63180.0,63260.0,63360.0,63424.0,63478.0,63543.0,63621.0,63668.0,63778.0,63871.0,63938.0,64061.0,64284.0,64478.0,64715.0,64904.0,65049.0,65132.0,65228.0,65286.0,65331.0,65382.0,65437.0,65635.0,65668.0,65710.0,65768.0,65833.0,65858.0,65897.0,65958.0,65998.0,66022.0,66082.0,66125.0,66162.0,66200.0,66224.0,66291.0,66322.0,66351.0,66380.0,66427.0,66464.0,66496.0,66573.0,66620.0,66652.0,66855.0,66905.0,66941.0,66956.0,67016.0,67090.0
5007219,29100.0,29223.0,29255.0,29282.0,29302.0,29325.0,29355.0,29392.0,29434.0,29454.0,29513.0,29552.0,29598.0,29629.0,29687.0,29721.0,29775.0,29794.0,29836.0,29872.0,29911.0,29986.0,30054.0,30106.0,30149.0,30177.0,30232.0,30270.0,30333.0,30417.0,30471.0,30538.0,30603.0,30647.0,30699.0,30746.0,30775.0,30842.0,30898.0,30938.0,31021.0,31143.0,31249.0,31378.0,31595.0,31677.0,31744.0,31821.0,31859.0,31889.0,31923.0,31936.0,31983.0,32002.0,32026.0,32083.0,32127.0,32147.0,32178.0,32227.0,32260.0,32280.0,32330.0,32366.0,32397.0,32429.0,32448.0,32499.0,32523.0,32545.0,32567.0,32603.0,32631.0,32655.0,32713.0,32749.0,32771.0,32886.0,32934.0,32968.0,32982.0,33038.0,33088.0
5007221,40800.0,40963.0,41004.0,41039.0,41065.0,41094.0,41133.0,41181.0,41235.0,41259.0,41330.0,41376.0,41431.0,41468.0,41538.0,41579.0,41644.0,41667.0,41722.0,41768.0,41818.0,41889.0,42017.0,42090.0,42150.0,42189.0,42245.0,42285.0,42351.0,42464.0,42536.0,42626.0,42704.0,42751.0,42806.0,42866.0,42903.0,42997.0,43076.0,43133.0,43263.0,43447.0,43607.0,43802.0,43989.0,44130.0,44186.0,44251.0,44294.0,44327.0,44364.0,44392.0,44495.0,44528.0,44570.0,44639.0,44704.0,44726.0,44761.0,44814.0,44851.0,44873.0,44928.0,44968.0,45002.0,45037.0,45059.0,45119.0,45147.0,45173.0,45199.0,45241.0,45274.0,45303.0,45373.0,45416.0,45444.0,45633.0,45692.0,45734.0,45751.0,45822.0,45914.0
5007223,54600.0,54773.0,54811.0,54844.0,54868.0,54895.0,54931.0,54975.0,55023.0,55047.0,55118.0,55165.0,55221.0,55259.0,55330.0,55371.0,55437.0,55460.0,55508.0,55549.0,55594.0,55668.0,55800.0,55856.0,55902.0,55933.0,55981.0,56015.0,56085.0,56186.0,56250.0,56330.0,56416.0,56464.0,56520.0,56597.0,56644.0,56746.0,56832.0,56894.0,57026.0,57251.0,57448.0,57688.0,58056.0,58208.0,58275.0,58351.0,58397.0,58432.0,58472.0,58500.0,58602.0,58635.0,58677.0,58736.0,58789.0,58813.0,58851.0,58910.0,58949.0,58972.0,59032.0,59075.0,59112.0,59150.0,59173.0,59239.0,59270.0,59299.0,59328.0,59374.0,59411.0,59442.0,59518.0,59565.0,59595.0,59767.0,59826.0,59868.0,59885.0,59957.0,60024.0
5007227,80400.0,80564.0,80596.0,80624.0,80644.0,80667.0,80697.0,80734.0,80776.0,80796.0,80855.0,80894.0,80940.0,80971.0,81029.0,81063.0,81117.0,81136.0,81171.0,81201.0,81233.0,81282.0,81350.0,81397.0,81435.0,81460.0,81504.0,81534.0,81595.0,81667.0,81713.0,81770.0,81839.0,81887.0,81945.0,81999.0,82032.0,82096.0,82150.0,82190.0,82291.0,82533.0,82744.0,83001.0,83182.0,83286.0,83345.0,83412.0,83450.0,83480.0,83514.0,83540.0,83636.0,83661.0,83692.0,83738.0,83783.0,83804.0,83836.0,83885.0,83919.0,83939.0,83991.0,84028.0,84060.0,84093.0,84114.0,84170.0,84196.0,84220.0,84244.0,84283.0,84314.0,84340.0,84404.0,84443.0,84470.0,84608.0,84658.0,84694.0,84709.0,84769.0,84812.0
5007260,27600.0,27753.0,27796.0,27833.0,27860.0,27890.0,27931.0,27981.0,28036.0,28065.0,28151.0,28207.0,28274.0,28319.0,28404.0,28454.0,28533.0,28561.0,28616.0,28662.0,28712.0,28797.0,28917.0,29023.0,29109.0,29166.0,29234.0,29281.0,29369.0,29495.0,29576.0,29676.0,29752.0,29834.0,29932.0,30010.0,30058.0,30167.0,30259.0,30326.0,30457.0,30649.0,30817.0,31021.0,31191.0,31319.0,31386.0,31463.0,31508.0,31543.0,31582.0,31617.0,31742.0,31772.0,31811.0,31870.0,31927.0,31951.0,31988.0,32046.0,32082.0,32103.0,32158.0,32197.0,32231.0,32266.0,32287.0,32348.0,32376.0,32402.0,32429.0,32472.0,32506.0,32535.0,32605.0,32648.0,32676.0,32860.0,32920.0,32963.0,32981.0,33051.0,33114.0
5007262,41400.0,41566.0,41605.0,41639.0,41664.0,41692.0,41729.0,41774.0,41825.0,41849.0,41919.0,41965.0,42020.0,42057.0,42127.0,42168.0,42233.0,42256.0,42309.0,42354.0,42403.0,42483.0,42626.0,42703.0,42766.0,42808.0,42862.0,42900.0,42974.0,43091.0,43166.0,43258.0,43332.0,43390.0,43458.0,43534.0,43580.0,43678.0,43760.0,43819.0,43941.0,44159.0,44349.0,44580.0,44784.0,44925.0,44989.0,45062.0,45108.0,45143.0,45183.0,45214.0,45326.0,45364.0,45413.0,45475.0,45543.0,45568.0,45607.0,45666.0,45706.0,45730.0,45791.0,45835.0,45873.0,45912.0,45936.0,46004.0,46036.0,46066.0,46096.0,46144.0,46182.0,46214.0,46293.0,46341.0,46371.0,46620.0,46678.0,46720.0,46737.0,46807.0,46879.0
5007264,55080.0,55250.0,55288.0,55320.0,55344.0,55370.0,55405.0,55448.0,55497.0,55522.0,55596.0,55644.0,55702.0,55741.0,55814.0,55857.0,55925.0,55948.0,56002.0,56048.0,56097.0,56176.0,56301.0,56372.0,56430.0,56469.0,56526.0,56566.0,56635.0,56758.0,56837.0,56934.0,57022.0,57079.0,57147.0,57230.0,57280.0,57385.0,57473.0,57537.0,57670.0,57897.0,58095.0,58336.0,58552.0,58707.0,58786.0,58876.0,58939.0,58988.0,59043.0,59096.0,59287.0,59326.0,59376.0,59439.0,59506.0,59532.0,59573.0,59635.0,59677.0,59702.0,59765.0,59811.0,59850.0,59890.0,59914.0,59984.0,60016.0,60046.0,60076.0,60125.0,60163.0,60196.0,60276.0,60325.0,60358.0,60607.0,60668.0,60711.0,60729.0,60801.0,60877.0
5007572,28800.0,28953.0,28996.0,29033.0,29060.0,29090.0,29131.0,29181.0,29236.0,29265.0,29351.0,29407.0,29474.0,29519.0,29604.0,29654.0,29733.0,29761.0,29816.0,29862.0,29912.0,29997.0,30117.0,30223.0,30309.0,30366.0,30434.0,30481.0,30569.0,30695.0,30776.0,30876.0,30952.0,31034.0,31132.0,31210.0,31258.0,31367.0,31459.0,31526.0,31657.0,31849.0,32017.0,32221.0,32391.0,32519.0,32586.0,32663.0,32708.0,32743.0,32782.0,32817.0,32942.0,32972.0,33011.0,33070.0,33127.0,33151.0,33188.0,33246.0,33282.0,33303.0,33358.0,33397.0,33431.0,33466.0,33487.0,33548.0,33576.0,33602.0,33629.0,33672.0,33706.0,33735.0,33805.0,33848.0,33876.0,34060.0,34120.0,34163.0,34181.0,34251.0,34314.0
5007574,42840.0,43006.0,43045.0,43079.0,43104.0,43132.0,43169.0,43214.0,43265.0,43289.0,43359.0,43405.0,43460.0,43497.0,43567.0,43608.0,43673.0,43696.0,43749.0,43794.0,43843.0,43923.0,44066.0,44143.0,44206.0,44248.0,44302.0,44340.0,44414.0,44531.0,44606.0,44698.0,44772.0,44830.0,44898.0,44974.0,45020.0,45118.0,45200.0,45259.0,45381.0,45599.0,45789.0,46020.0,46224.0,46365.0,46429.0,46502.0,46548.0,46583.0,46623.0,46654.0,46766.0,46804.0,46853.0,46915.0,46983.0,47008.0,47047.0,47106.0,47146.0,47170.0,47231.0,47275.0,47313.0,47352.0,47376.0,47444.0,47476.0,47506.0,47536.0,47584.0,47622.0,47654.0,47733.0,47781.0,47811.0,48060.0,48118.0,48160.0,48177.0,48247.0,48319.0
5007602,30600.0,30753.0,30796.0,30833.0,30860.0,30890.0,30931.0,30981.0,31036.0,31065.0,31151.0,31207.0,31274.0,31319.0,31404.0,31454.0,31533.0,31561.0,31616.0,31662.0,31712.0,31797.0,31917.0,32023.0,32109.0,32166.0,32234.0,32281.0,32369.0,32495.0,32576.0,32676.0,32752.0,32834.0,32932.0,33010.0,33058.0,33167.0,33259.0,33326.0,33457.0,33649.0,33817.0,34021.0,34191.0,34319.0,34386.0,34463.0,34508.0,34543.0,34582.0,34617.0,34742.0,34772.0,34811.0,34870.0,34927.0,34951.0,34988.0,35046.0,35082.0,35103.0,35158.0,35197.0,35231.0,35266.0,35287.0,35348.0,35376.0,35402.0,35429.0,35472.0,35506.0,35535.0,35605.0,35648.0,35676.0,35860.0,35920.0,35963.0,35981.0,36051.0,36114.0
5007604,46440.0,46606.0,46645.0,46679.0,46704.0,46732.0,46769.0,46814.0,46865.0,46889.0,46959.0,47005.0,47060.0,47097.0,47167.0,47208.0,47273.0,47296.0,47349.0,47394.0,47443.0,47523.0,47666.0,47743.0,47806.0,47848.0,47902.0,47940.0,48014.0,48131.0,48206.0,48298.0,48372.0,48430.0,48498.0,48574.0,48620.0,48718.0,48800.0,48859.0,48981.0,49199.0,49389.0,49620.0,49824.0,49965.0,50029.0,50102.0,50148.0,50183.0,50223.0,50254.0,50366.0,50404.0,50453.0,50515.0,50583.0,50608.0,50647.0,50706.0,50746.0,50770.0,50831.0,50875.0,50913.0,50952.0,50976.0,51044.0,51076.0,51106.0,51136.0,51184.0,51222.0,51254.0,51333.0,51381.0,51411.0,51660.0,51718.0,51760.0,51777.0,51847.0,51919.0
5007606,60900.0,61095.0,61136.0,61171.0,61197.0,61226.0,61264.0,61311.0,61362.0,61386.0,61456.0,61502.0,61557.0,61594.0,61663.0,61703.0,61768.0,61789.0,61839.0,61881.0,61927.0,62002.0,62109.0,62182.0,62242.0,62281.0,62334.0,62371.0,62454.0,62580.0,62660.0,62760.0,62824.0,62878.0,62943.0,63021.0,63068.0,63178.0,63271.0,63338.0,63461.0,63684.0,63878.0,64115.0,64304.0,64449.0,64532.0,64628.0,64686.0,64731.0,64782.0,64837.0,65035.0,65068.0,65110.0,65168.0,65233.0,65258.0,65297.0,65358.0,65398.0,65422.0,65482.0,65525.0,65562.0,65600.0,65624.0,65691.0,65722.0,65751.0,65780.0,65827.0,65864.0,65896.0,65973.0,66020.0,66052.0,66255.0,66305.0,66341.0,66356.0,66416.0,66490.0
5007608,80400.0,80544.0,80579.0,80609.0,80631.0,80655.0,80688.0,80728.0,80771.0,80790.0,80845.0,80881.0,80924.0,80953.0,81007.0,81039.0,81090.0,81107.0,81148.0,81183.0,81220.0,81283.0,81358.0,81411.0,81455.0,81484.0,81529.0,81560.0,81622.0,81697.0,81745.0,81805.0,81857.0,81901.0,81953.0,82002.0,82032.0,82101.0,82159.0,82201.0,82302.0,82503.0,82679.0,82893.0,83054.0,83149.0,83204.0,83267.0,83309.0,83341.0,83378.0,83404.0,83496.0,83525.0,83561.0,83610.0,83662.0,83685.0,83721.0,83778.0,83814.0,83835.0,83889.0,83928.0,83961.0,83996.0,84017.0,84074.0,84100.0,84125.0,84150.0,84190.0,84221.0,84248.0,84313.0,84353.0,84378.0,84519.0,84569.0,84605.0,84620.0,84679.0,84730.0
5007660,32400.0,32567.0,32606.0,32640.0,32665.0,32693.0,32730.0,32775.0,32826.0,32851.0,32924.0,32972.0,33029.0,33068.0,33140.0,33182.0,33250.0,33273.0,33326.0,33371.0,33420.0,33496.0,33613.0,33688.0,33749.0,33790.0,33849.0,33890.0,33971.0,34081.0,34152.0,34239.0,34321.0,34394.0,34481.0,34553.0,34597.0,34715.0,34814.0,34886.0,35059.0,35264.0,35443.0,35662.0,35819.0,35958.0,36017.0,36084.0,36126.0,36158.0,36195.0,36223.0,36326.0,36356.0,36394.0,36453.0,36503.0,36522.0,36551.0,36596.0,36631.0,36652.0,36705.0,36743.0,36775.0,36809.0,36829.0,36889.0,36917.0,36943.0,36969.0,37011.0,37044.0,37073.0,37143.0,37186.0,37214.0,37396.0,37452.0,37492.0,37508.0,37575.0,37646.0
5007663,55800.0,55970.0,56008.0,56040.0,56064.0,56090.0,56125.0,56168.0,56217.0,56242.0,56316.0,56364.0,56422.0,56461.0,56534.0,56577.0,56645.0,56668.0,56722.0,56768.0,56817.0,56896.0,57021.0,57092.0,57150.0,57189.0,57246.0,57286.0,57355.0,57478.0,57557.0,57654.0,57742.0,57799.0,57867.0,57950.0,58000.0,58105.0,58193.0,58257.0,58390.0,58617.0,58815.0,59056.0,59272.0,59427.0,59506.0,59596.0,59659.0,59708.0,59763.0,59816.0,60007.0,60046.0,60096.0,60159.0,60226.0,60252.0,60293.0,60355.0,60397.0,60422.0,60485.0,60531.0,60570.0,60610.0,60634.0,60704.0,60736.0,60766.0,60796.0,60845.0,60883.0,60916.0,60996.0,61045.0,61078.0,61327.0,61388.0,61431.0,61449.0,61521.0,61597.0
5008195,27000.0,27153.0,27190.0,27222.0,27245.0,27271.0,27306.0,27349.0,27397.0,27421.0,27492.0,27538.0,27593.0,27630.0,27700.0,27741.0,27806.0,27829.0,27873.0,27910.0,27950.0,28016.0,28090.0,28152.0,28203.0,28236.0,28296.0,28338.0,28412.0,28532.0,28609.0,28703.0,28778.0,28871.0,28982.0,29064.0,29114.0,29219.0,29307.0,29371.0,29491.0,29642.0,29774.0,29935.0,30076.0,30199.0,30273.0,30358.0,30412.0,30454.0,30501.0,30538.0,30671.0,30702.0,30741.0,30806.0,30863.0,30888.0,30927.0,30988.0,31023.0,31044.0,31097.0,31135.0,31168.0,31202.0,31222.0,31286.0,31316.0,31344.0,31372.0,31417.0,31452.0,31482.0,31555.0,31600.0,31627.0,31827.0,31878.0,31914.0,31929.0,31990.0,32056.0
5008197,40680.0,40846.0,40885.0,40919.0,40944.0,40972.0,41009.0,41054.0,41105.0,41129.0,41199.0,41245.0,41300.0,41337.0,41407.0,41448.0,41513.0,41536.0,41589.0,41634.0,41683.0,41763.0,41906.0,41983.0,42046.0,42088.0,42142.0,42180.0,42254.0,42371.0,42446.0,42538.0,42612.0,42670.0,42738.0,42814.0,42860.0,42958.0,43040.0,43099.0,43221.0,43439.0,43629.0,43860.0,44064.0,44205.0,44269.0,44342.0,44388.0,44423.0,44463.0,44494.0,44606.0,44644.0,44693.0,44755.0,44823.0,44848.0,44887.0,44946.0,44986.0,45010.0,45071.0,45115.0,45153.0,45192.0,45216.0,45284.0,45316.0,45346.0,45376.0,45424.0,45462.0,45494.0,45573.0,45621.0,45651.0,45900.0,45958.0,46000.0,46017.0,46087.0,46159.0
5008198,57240.0,57410.0,57448.0,57480.0,57504.0,57530.0,57565.0,57608.0,57657.0,57682.0,57756.0,57804.0,57862.0,57901.0,57974.0,58017.0,58085.0,58108.0,58162.0,58208.0,58257.0,58336.0,58461.0,58532.0,58590.0,58629.0,58686.0,58726.0,58795.0,58918.0,58997.0,59094.0,59182.0,59239.0,59307.0,59390.0,59440.0,59545.0,59633.0,59697.0,59830.0,60057.0,60255.0,60496.0,60712.0,60867.0,60946.0,61036.0,61099.0,61148.0,61203.0,61256.0,61447.0,61486.0,61536.0,61599.0,61666.0,61692.0,61733.0,61795.0,61837.0,61862.0,61925.0,61971.0,62010.0,62050.0,62074.0,62144.0,62176.0,62206.0,62236.0,62285.0,62323.0,62356.0,62436.0,62485.0,62518.0,62767.0,62828.0,62871.0,62889.0,62961.0,63037.0
5008200,71100.0,71244.0,71280.0,71311.0,71334.0,71359.0,71393.0,71434.0,71480.0,71501.0,71563.0,71603.0,71651.0,71684.0,71745.0,71781.0,71838.0,71857.0,71900.0,71937.0,71977.0,72043.0,72136.0,72199.0,72251.0,72285.0,72333.0,72367.0,72430.0,72519.0,72576.0,72646.0,72710.0,72755.0,72808.0,72869.0,72906.0,72989.0,73059.0,73110.0,73203.0,73391.0,73555.0,73754.0,73931.0,74046.0,74104.0,74171.0,74216.0,74251.0,74291.0,74319.0,74419.0,74445.0,74479.0,74534.0,74591.0,74616.0,74655.0,74715.0,74751.0,74772.0,74826.0,74865.0,74898.0,74933.0,74955.0,75013.0,75040.0,75065.0,75090.0,75130.0,75162.0,75189.0,75255.0,75296.0,75323.0,75463.0,75509.0,75542.0,75556.0,75611.0,75668.0
5008212,31800.0,31925.0,31957.0,31984.0,32004.0,32026.0,32056.0,32093.0,32134.0,32156.0,32221.0,32264.0,32315.0,32349.0,32413.0,32450.0,32510.0,32531.0,32577.0,32616.0,32659.0,32704.0,32820.0,32876.0,32922.0,32952.0,33026.0,33077.0,33140.0,33254.0,33327.0,33416.0,33491.0,33541.0,33600.0,33678.0,33726.0,33819.0,33897.0,33953.0,34040.0,34162.0,34268.0,34397.0,34538.0,34612.0,34632.0,34655.0,34687.0,34711.0,34739.0,34762.0,34845.0,34873.0,34908.0,34961.0,35034.0,35048.0,35070.0,35105.0,35140.0,35161.0,35214.0,35252.0,35285.0,35319.0,35339.0,35392.0,35416.0,35439.0,35462.0,35499.0,35528.0,35553.0,35613.0,35650.0,35674.0,35803.0,35851.0,35885.0,35899.0,35956.0,36036.0
5008214,43800.0,43963.0,44004.0,44039.0,44065.0,44094.0,44133.0,44181.0,44235.0,44259.0,44330.0,44376.0,44431.0,44468.0,44538.0,44579.0,44644.0,44667.0,44722.0,44768.0,44818.0,44889.0,45017.0,45090.0,45150.0,45189.0,45245.0,45285.0,45351.0,45464.0,45536.0,45626.0,45704.0,45751.0,45806.0,45866.0,45903.0,45997.0,46076.0,46133.0,46263.0,46447.0,46607.0,46802.0,46989.0,47130.0,47186.0,47251.0,47294.0,47327.0,47364.0,47392.0,47495.0,47528.0,47570.0,47639.0,47704.0,47726.0,47761.0,47814.0,47851.0,47873.0,47928.0,47968.0,48002.0,48037.0,48059.0,48119.0,48147.0,48173.0,48199.0,48241.0,48274.0,48303.0,48373.0,48416.0,48444.0,48633.0,48692.0,48734.0,48751.0,48822.0,48914.0
5008220,51000.0,51163.0,51204.0,51239.0,51265.0,51294.0,51333.0,51381.0,51435.0,51459.0,51530.0,51576.0,51631.0,51668.0,51738.0,51779.0,51844.0,51867.0,51922.0,51968.0,52018.0,52089.0,52217.0,52290.0,52350.0,52389.0,52445.0,52485.0,52551.0,52664.0,52736.0,52826.0,52904.0,52951.0,53006.0,53066.0,53103.0,53197.0,53276.0,53333.0,53463.0,53647.0,53807.0,54002.0,54189.0,54330.0,54386.0,54451.0,54494.0,54527.0,54564.0,54592.0,54695.0,54728.0,54770.0,54839.0,54904.0,54926.0,54961.0,55014.0,55051.0,55073.0,55128.0,55168.0,55202.0,55237.0,55259.0,55319.0,55347.0,55373.0,55399.0,55441.0,55474.0,55503.0,55573.0,55616.0,55644.0,55833.0,55892.0,55934.0,55951.0,56022.0,56114.0
5008800,44280.0,44446.0,44485.0,44519.0,44544.0,44572.0,44609.0,44654.0,44705.0,44729.0,44799.0,44845.0,44900.0,44937.0,45007.0,45048.0,45113.0,45136.0,45189.0,45234.0,45283.0,45363.0,45506.0,45583.0,45646.0,45688.0,45742.0,45780.0,45854.0,45971.0,46046.0,46138.0,46212.0,46270.0,46338.0,46414.0,46460.0,46558.0,46640.0,46699.0,46821.0,47039.0,47229.0,47460.0,47664.0,47805.0,47869.0,47942.0,47988.0,48023.0,48063.0,48094.0,48206.0,48244.0,48293.0,48355.0,48423.0,48448.0,48487.0,48546.0,48586.0,48610.0,48671.0,48715.0,48753.0,48792.0,48816.0,48884.0,48916.0,48946.0,48976.0,49024.0,49062.0,49094.0,49173.0,49221.0,49251.0,49500.0,49558.0,49600.0,49617.0,49687.0,49759.0
